"id","ko","Iteration_query.def","log2FoldChange","padj","Factor","qCov","n","desc","category","class","path","direction"
"ko04662","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","B cell receptor signaling pathway","Up"
"ko04664","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Fc epsilon RI signaling pathway","Up"
"ko04666","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Immune system","Fc gamma R-mediated phagocytosis","Up"
"ko04666","K08011","KXJ14574.1",2.30774277130537,1.44719929169278e-05,"Vibrio_Vibrio_vs_NoVibrio",0.660413396127682,3,"neutrophil cytosolic factor 1","Organismal Systems"," Immune system","Fc gamma R-mediated phagocytosis","Up"
"ko04666","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Immune system","Fc gamma R-mediated phagocytosis","Up"
"ko04668","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Environmental Information Processing"," Signal transduction","TNF signaling pathway","Up"
"ko04668","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Environmental Information Processing"," Signal transduction","TNF signaling pathway","Up"
"ko04668","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Environmental Information Processing"," Signal transduction","TNF signaling pathway","Up"
"ko04670","K08011","KXJ14574.1",2.30774277130537,1.44719929169278e-05,"Vibrio_Vibrio_vs_NoVibrio",0.660413396127682,3,"neutrophil cytosolic factor 1","Organismal Systems"," Immune system","Leukocyte transendothelial migration","Up"
"ko04713","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Environmental adaptation","Circadian entrainment","Up"
"ko04713","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Organismal Systems"," Environmental adaptation","Circadian entrainment","Down"
"ko04713","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Environmental adaptation","Circadian entrainment","Down"
"ko04714","K01054","KXJ12223.1",-1.51733250370422,2.62497052677265e-05,"Vibrio_Vibrio_vs_NoVibrio",0.852804996002415,5,"acylglycerol lipase [EC:3.1.1.23]","Organismal Systems"," Environmental adaptation","Thermogenesis","Down"
"ko04714","K03954","KXJ14818.1",-1.1694093147858,3.33054776694382e-05,"Vibrio_Vibrio_vs_NoVibrio",0.584544106745738,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10","Organismal Systems"," Environmental adaptation","Thermogenesis","Down"
"ko04720","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Nervous system","Long-term potentiation","Down"
"ko04720","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Long-term potentiation","Up"
"ko04721","K15290","KXJ14817.1",-1.29403110628109,0.000133421495078992,"Vibrio_Vibrio_vs_NoVibrio",0.70517851344217,5,"synaptotagmin-1","Organismal Systems"," Nervous system","Synaptic vesicle cycle","Down"
"ko04721","K15015","KXJ14119.1",4.79264324289276,2.79922614368027e-07,"Vibrio_Vibrio_vs_NoVibrio",0.741381042647531,9,"solute carrier family 32 (vesicular inhibitory amino acid transporter)","Organismal Systems"," Nervous system","Synaptic vesicle cycle","Up"
"ko04722","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Nervous system","Neurotrophin signaling pathway","Down"
"ko04722","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Neurotrophin signaling pathway","Up"
"ko04722","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Nervous system","Neurotrophin signaling pathway","Up"
"ko04723","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Organismal Systems"," Nervous system","Retrograde endocannabinoid signaling","Down"
"ko04723","K15015","KXJ14119.1",4.79264324289276,2.79922614368027e-07,"Vibrio_Vibrio_vs_NoVibrio",0.741381042647531,9,"solute carrier family 32 (vesicular inhibitory amino acid transporter)","Organismal Systems"," Nervous system","Retrograde endocannabinoid signaling","Up"
"ko04723","K13985","KXJ11817.1",-1.01197458473521,9.5794191769852e-06,"Vibrio_Vibrio_vs_NoVibrio",0.622915633984336,5,"N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]","Organismal Systems"," Nervous system","Retrograde endocannabinoid signaling","Down"
"ko04723","K01054","KXJ12223.1",-1.51733250370422,2.62497052677265e-05,"Vibrio_Vibrio_vs_NoVibrio",0.852804996002415,5,"acylglycerol lipase [EC:3.1.1.23]","Organismal Systems"," Nervous system","Retrograde endocannabinoid signaling","Down"
"ko04723","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Retrograde endocannabinoid signaling","Up"
"ko04723","K03954","KXJ14818.1",-1.1694093147858,3.33054776694382e-05,"Vibrio_Vibrio_vs_NoVibrio",0.584544106745738,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10","Organismal Systems"," Nervous system","Retrograde endocannabinoid signaling","Down"
"ko04724","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Organismal Systems"," Nervous system","Glutamatergic synapse","Down"
"ko04724","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Glutamatergic synapse","Up"
"ko04725","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Cholinergic synapse","Up"
"ko04726","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Serotonergic synapse","Up"
"ko04727","K15015","KXJ14119.1",4.79264324289276,2.79922614368027e-07,"Vibrio_Vibrio_vs_NoVibrio",0.741381042647531,9,"solute carrier family 32 (vesicular inhibitory amino acid transporter)","Organismal Systems"," Nervous system","GABAergic synapse","Up"
"ko04728","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Nervous system","Dopaminergic synapse","Down"
"ko04728","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Organismal Systems"," Nervous system","Dopaminergic synapse","Down"
"ko04730","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Nervous system","Long-term depression","Up"
"ko04740","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Sensory system","Olfactory transduction","Down"
"ko04744","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Sensory system","Phototransduction","Down"
"ko04745","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Sensory system","Phototransduction - fly","Down"
"ko04750","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Sensory system","Inflammatory mediator regulation of TRP channels","Up"
"ko04750","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Sensory system","Inflammatory mediator regulation of TRP channels","Down"
"ko04810","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Cellular Processes"," Cell motility","Regulation of actin cytoskeleton","Up"
"ko04810","K04367","KXJ12961.1",-1.98903247199676,4.88949041010344e-07,"Vibrio_Vibrio_vs_NoVibrio",0.754029336467709,2,"proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]","Cellular Processes"," Cell motility","Regulation of actin cytoskeleton","Down"
"ko04910","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Insulin signaling pathway","Down"
"ko04910","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Insulin signaling pathway","Up"
"ko04910","K07189","KXJ12142.1",2.97509421059934,0.000120534957466899,"Vibrio_Vibrio_vs_NoVibrio",0.576097286628813,9,"protein phosphatase 1 regulatory subunit 3A/B/C/D/E","Organismal Systems"," Endocrine system","Insulin signaling pathway","Up"
"ko04912","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","GnRH signaling pathway","Up"
"ko04912","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","GnRH signaling pathway","Down"
"ko04912","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Endocrine system","GnRH signaling pathway","Up"
"ko04914","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Progesterone-mediated oocyte maturation","Up"
"ko04914","K04367","KXJ12961.1",-1.98903247199676,4.88949041010344e-07,"Vibrio_Vibrio_vs_NoVibrio",0.754029336467709,2,"proto-oncogene serine/threonine-protein kinase mos [EC:2.7.11.1]","Organismal Systems"," Endocrine system","Progesterone-mediated oocyte maturation","Down"
"ko04915","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Estrogen signaling pathway","Up"
"ko04915","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Estrogen signaling pathway","Down"
"ko04915","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Organismal Systems"," Endocrine system","Estrogen signaling pathway","Up"
"ko04916","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Melanogenesis","Up"
"ko04916","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Organismal Systems"," Endocrine system","Melanogenesis","Down"
"ko04916","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Melanogenesis","Down"
"ko04917","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Prolactin signaling pathway","Up"
"ko04919","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Organismal Systems"," Endocrine system","Thyroid hormone signaling pathway","Down"
"ko04919","K19029","KXJ12195.1",-1.22992688715996,0.00714421874953487,"Vibrio_Vibrio_vs_NoVibrio",0.765365399567665,5,"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]","Organismal Systems"," Endocrine system","Thyroid hormone signaling pathway","Down"
"ko04919","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Organismal Systems"," Endocrine system","Thyroid hormone signaling pathway","Down"
"ko04919","K07754","KXJ11312.1",-1.56662885189256,0.00709020891737679,"Vibrio_Vibrio_vs_NoVibrio",0.587105076885948,5,"thyroxine 5-deiodinase [EC:1.21.99.3]","Organismal Systems"," Endocrine system","Thyroid hormone signaling pathway","Down"
"ko04919","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Thyroid hormone signaling pathway","Up"
"ko04920","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Organismal Systems"," Endocrine system","Adipocytokine signaling pathway","Down"
"ko04920","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Organismal Systems"," Endocrine system","Adipocytokine signaling pathway","Up"
"ko04921","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Oxytocin signaling pathway","Down"
"ko04921","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Oxytocin signaling pathway","Up"
"ko04922","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Glucagon signaling pathway","Down"
"ko04923","K01054","KXJ12223.1",-1.51733250370422,2.62497052677265e-05,"Vibrio_Vibrio_vs_NoVibrio",0.852804996002415,5,"acylglycerol lipase [EC:3.1.1.23]","Organismal Systems"," Endocrine system","Regulation of lipolysis in adipocytes","Down"
"ko04923","K13699","KXJ09241.1",-1.17663718366174,0.00675535605191959,"Vibrio_Vibrio_vs_NoVibrio",0.543171780994131,5,"abhydrolase domain-containing protein 5 [EC:2.3.1.51]","Organismal Systems"," Endocrine system","Regulation of lipolysis in adipocytes","Down"
"ko04923","K04142","KXJ16116.1",1.46436304450084,5.01401453615954e-06,"Vibrio_Vibrio_vs_NoVibrio",0.615951029112686,6,"adrenergic receptor beta-2","Organismal Systems"," Endocrine system","Regulation of lipolysis in adipocytes","Up"
"ko04924","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Renin secretion","Down"
"ko04924","K04142","KXJ16116.1",1.46436304450084,5.01401453615954e-06,"Vibrio_Vibrio_vs_NoVibrio",0.615951029112686,6,"adrenergic receptor beta-2","Organismal Systems"," Endocrine system","Renin secretion","Up"
"ko04925","K04919","KXJ10431.1",-2.02225963760856,0.00800303680184005,"Vibrio_Vibrio_vs_NoVibrio",0.5760326821915,5,"potassium channel subfamily K member 9","Organismal Systems"," Endocrine system","Aldosterone synthesis and secretion","Down"
"ko04925","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Endocrine system","Aldosterone synthesis and secretion","Down"
"ko04925","K06070","KXJ12287.1",1.43185212451441,2.51949165595433e-06,"Vibrio_Vibrio_vs_NoVibrio",0.624790681038779,10,"protein kinase D [EC:2.7.11.13]","Organismal Systems"," Endocrine system","Aldosterone synthesis and secretion","Up"
"ko04926","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Relaxin signaling pathway","Up"
"ko04928","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Organismal Systems"," Endocrine system","Parathyroid hormone synthesis, secretion and action","Down"
"ko04928","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Endocrine system","Parathyroid hormone synthesis, secretion and action","Up"
"ko04930","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Human Diseases"," Endocrine and metabolic diseases","Type II diabetes mellitus","Up"
"ko04930","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Endocrine and metabolic diseases","Type II diabetes mellitus","Up"
"ko04931","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Human Diseases"," Endocrine and metabolic diseases","Insulin resistance","Up"
"ko04931","K07189","KXJ12142.1",2.97509421059934,0.000120534957466899,"Vibrio_Vibrio_vs_NoVibrio",0.576097286628813,9,"protein phosphatase 1 regulatory subunit 3A/B/C/D/E","Human Diseases"," Endocrine and metabolic diseases","Insulin resistance","Up"
"ko04932","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Endocrine and metabolic diseases","Non-alcoholic fatty liver disease (NAFLD)","Up"
"ko04932","K03954","KXJ14818.1",-1.1694093147858,3.33054776694382e-05,"Vibrio_Vibrio_vs_NoVibrio",0.584544106745738,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10","Human Diseases"," Endocrine and metabolic diseases","Non-alcoholic fatty liver disease (NAFLD)","Down"
"ko04933","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Endocrine and metabolic diseases","AGE-RAGE signaling pathway in diabetic complications","Up"
"ko04933","K06068","KXJ15884.1",1.74033402538668,5.05246930867459e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923271250366772,5,"novel protein kinase C delta type [EC:2.7.11.13]","Human Diseases"," Endocrine and metabolic diseases","AGE-RAGE signaling pathway in diabetic complications","Up"
"ko04934","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Endocrine and metabolic diseases","Cushing syndrome","Down"
"ko04934","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Endocrine and metabolic diseases","Cushing syndrome","Up"
"ko04940","K01294","KXJ10202.1",1.2095092970825,0.000317447879725172,"Vibrio_Vibrio_vs_NoVibrio",0.791596638655462,5,"carboxypeptidase E [EC:3.4.17.10]","Human Diseases"," Endocrine and metabolic diseases","Type I diabetes mellitus","Up"
"ko04960","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Organismal Systems"," Excretory system","Aldosterone-regulated sodium reabsorption","Up"
"ko04961","K07904","KXJ15742.1",-1.30637727228552,5.46224125536999e-05,"Vibrio_Vibrio_vs_NoVibrio",0.980129999816264,7,"Ras-related protein Rab-11A","Organismal Systems"," Excretory system","Endocrine and other factor-regulated calcium reabsorption","Down"
"ko04962","K07904","KXJ15742.1",-1.30637727228552,5.46224125536999e-05,"Vibrio_Vibrio_vs_NoVibrio",0.980129999816264,7,"Ras-related protein Rab-11A","Organismal Systems"," Excretory system","Vasopressin-regulated water reabsorption","Down"
"ko04962","K09876","KXJ09068.1",-2.13326360747347,0.00138592762999155,"Vibrio_Vibrio_vs_NoVibrio",0.74760510155881,5,"aquaporin-3","Organismal Systems"," Excretory system","Vasopressin-regulated water reabsorption","Down"
"ko04964","K18245","KXJ08873.1",-2.13727516853961,6.57046884276967e-06,"Vibrio_Vibrio_vs_NoVibrio",0.956153846153846,5,"carbonic anhydrase 2 [EC:4.2.1.1]","Organismal Systems"," Excretory system","Proximal tubule bicarbonate reclamation","Down"
"ko04966","K18245","KXJ08873.1",-2.13727516853961,6.57046884276967e-06,"Vibrio_Vibrio_vs_NoVibrio",0.956153846153846,5,"carbonic anhydrase 2 [EC:4.2.1.1]","Organismal Systems"," Excretory system","Collecting duct acid secretion","Down"
"ko04970","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Digestive system","Salivary secretion","Down"
"ko04970","K04142","KXJ16116.1",1.46436304450084,5.01401453615954e-06,"Vibrio_Vibrio_vs_NoVibrio",0.615951029112686,6,"adrenergic receptor beta-2","Organismal Systems"," Digestive system","Salivary secretion","Up"
"ko04971","K18245","KXJ08873.1",-2.13727516853961,6.57046884276967e-06,"Vibrio_Vibrio_vs_NoVibrio",0.956153846153846,5,"carbonic anhydrase 2 [EC:4.2.1.1]","Organismal Systems"," Digestive system","Gastric acid secretion","Down"
"ko04971","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Organismal Systems"," Digestive system","Gastric acid secretion","Down"
"ko04972","K14073","KXJ12822.1",-2.46718280330416,8.39755742765006e-05,"Vibrio_Vibrio_vs_NoVibrio",0.742652329749104,3,"pancreatic triacylglycerol lipase [EC:3.1.1.3]","Organismal Systems"," Digestive system","Pancreatic secretion","Down"
"ko04972","K01047","KXJ14279.1",1.65296242112751,0.00931027052604788,"Vibrio_Vibrio_vs_NoVibrio",0.835616438356164,1,"secretory phospholipase A2 [EC:3.1.1.4]","Organismal Systems"," Digestive system","Pancreatic secretion","Up"
"ko04972","K18245","KXJ08873.1",-2.13727516853961,6.57046884276967e-06,"Vibrio_Vibrio_vs_NoVibrio",0.956153846153846,5,"carbonic anhydrase 2 [EC:4.2.1.1]","Organismal Systems"," Digestive system","Pancreatic secretion","Down"
"ko04972","K01312","KXJ08742.1",2.54232774027229,0.000989123093828247,"Vibrio_Vibrio_vs_NoVibrio",0.669813433671527,3,"trypsin [EC:3.4.21.4]","Organismal Systems"," Digestive system","Pancreatic secretion","Up"
"ko04972","K05853","KXJ11278.1",1.05586949434883,0.00238247153620355,"Vibrio_Vibrio_vs_NoVibrio",0.818172664917685,10,"Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]","Organismal Systems"," Digestive system","Pancreatic secretion","Up"
"ko04972","K07904","KXJ15742.1",-1.30637727228552,5.46224125536999e-05,"Vibrio_Vibrio_vs_NoVibrio",0.980129999816264,7,"Ras-related protein Rab-11A","Organismal Systems"," Digestive system","Pancreatic secretion","Down"
"ko04974","K01312","KXJ08742.1",2.54232774027229,0.000989123093828247,"Vibrio_Vibrio_vs_NoVibrio",0.669813433671527,3,"trypsin [EC:3.4.21.4]","Organismal Systems"," Digestive system","Protein digestion and absorption","Up"
"ko04974","K01278","KXJ14986.1",-1.22464620644088,0.000106430730665369,"Vibrio_Vibrio_vs_NoVibrio",0.521227751326814,4,"dipeptidyl-peptidase 4 [EC:3.4.14.5]","Organismal Systems"," Digestive system","Protein digestion and absorption","Down"
"ko04975","K01047","KXJ14279.1",1.65296242112751,0.00931027052604788,"Vibrio_Vibrio_vs_NoVibrio",0.835616438356164,1,"secretory phospholipase A2 [EC:3.1.1.4]","Organismal Systems"," Digestive system","Fat digestion and absorption","Up"
"ko04975","K14073","KXJ12822.1",-2.46718280330416,8.39755742765006e-05,"Vibrio_Vibrio_vs_NoVibrio",0.742652329749104,3,"pancreatic triacylglycerol lipase [EC:3.1.1.3]","Organismal Systems"," Digestive system","Fat digestion and absorption","Down"
"ko04976","K18245","KXJ08873.1",-2.13727516853961,6.57046884276967e-06,"Vibrio_Vibrio_vs_NoVibrio",0.956153846153846,5,"carbonic anhydrase 2 [EC:4.2.1.1]","Organismal Systems"," Digestive system","Bile secretion","Down"
